text,label
under suspicion of selling unlawfully obtained handbag,Fraud
failure to file income tax,Fraud
charged with falsification,Fraud
omitted to pay taxes due to state,Fraud
solicitation to commit fraud,Fraud
fabricated wrongful documents to deceive employee,Fraud
unsatisfactory income tax violation,Fraud
indicted for selling unlawfully obtained merchandise,Fraud
submitted false tax returns,Fraud
under suspicion of falsifying statement to purchase automobile insurance,Fraud
falsifying paperwork to purchase a metal knuckle,Fraud
indicted for committing financial fraud by falsifying documents,Fraud
having forged documents to purchase a deadly weapon,Fraud
indicted for theft by deception,Fraud
indicted for theft using deceptive means,Fraud
operated a credit card scam at busy area,Fraud
defrauded a employee,Fraud
accused of retail fraud,Fraud
driving with false insurance,Fraud
charged with theft using deceptive means,Fraud
under suspicion of selling unlawfully obtained property,Fraud
accused of uttering and publishing,Fraud
prohibited conversion of wallet,Fraud
indicted for insurance fraud,Fraud
indicted for passing a bad check,Fraud
submitted counterfeit tax returns,Fraud
indicted for theft by check of a shopkeeper,Fraud
wrongful forgery of documents,Fraud
indicted for mail fraud,Fraud
fabricated illegal documents to deceive manager,Fraud
under suspicion of using a false check,Fraud
under suspicion of theft using deceptive means,Fraud
accused of serious money laundry,Fraud
fraud,Fraud
failure to pay taxes due to state,Fraud
failure to pay taxes due to state,Fraud
stealing from a bystander by deceiving them,Fraud
"charged with forging a public record, felony",Fraud
unsatisfactory conversion of merchandise,Fraud
driving with untrue insurance,Fraud
arrested for fraudulently obtaining food or lodging,Fraud
theft with fraud,Fraud
charged with fraudulent use of a payment card,Fraud
found with false bank bills,Fraud
stealing from a shopkeeper by deceiving them,Fraud
owning fake documents to purchase a knife,Fraud
accused of passing a bad check,Fraud
under suspicion of mail fraud,Fraud
submitted bogus tax returns,Fraud
having fictitious documents to purchase a metal knuckle,Fraud
under suspicion of using checks with insufficient funds,Fraud
showed a untrue driver's license to a law enforcement agent,Fraud
under suspicion of giving false information to obtain a refund,Fraud
banned theft of check,Fraud
unlawful making of a fraudulent financial statement,Fraud
fraudulently used a stolen credit card to make a purchase,Fraud
false application for driver's license or identification,Fraud
false statements in application for a firearm,Fraud
wrongful theft of check,Fraud
falsifying paperwork to purchase a automobile,Fraud
driving with fictitious insurance,Fraud
in possession of untrue bank bills,Fraud
fraud,Fraud
charged with using checks with insufficient funds,Fraud
arrested for insurance fraud,Fraud
under suspicion of making untrue statement to purchase a firearm,Fraud
under suspicion of giving false information to obtain a refund,Fraud
arrested for passing a bad check,Fraud
accused of corporal money laundry,Fraud
falsifying paperwork to purchase a truck,Fraud
under suspicion of using a counterfeit check,Fraud
under suspicion of selling unlawfully obtained goods,Fraud
failure to pay taxes due to state,Fraud
charged with criminal conversion of jewelry,Fraud
defrauded a employee out of money through false promises,Fraud
driving with fake insurance,Fraud
driving with a fabricated license,Fraud
driving with counterfeit insurance,Fraud
fraud,Fraud
indicted for theft of check of a bystander,Fraud
accused of selling unlawfully obtained valuables,Fraud
theft with swindle,Fraud
accused of giving false information to obtain a refund,Fraud
charged with insurance fraud,Fraud
planned to commit fraud,Fraud
uttering a false statement and published forged documents,Fraud
banned income tax violation,Fraud
"wrongful use of credit card under $1,500",Fraud
arrested for uttering and publishing,Fraud
"arrested for forging a public record, felony",Fraud
accused of using a bogus check,Fraud
intended to commit fraud,Fraud
charged with using a false check,Fraud
showed a bogus driver's license to a police officer,Fraud
under suspicion of unauthorized use of a stolen credit card to purchase goods worth $50-100,Fraud
charged with knowingly giving fabricated information for profit,Fraud
owning fictitious instruments,Fraud
under suspicion of uttering a false writing,Fraud
improper making of a untrue financial statement,Fraud
failure to file income tax,Fraud
arrested for passing a bad check,Fraud
showed a fraudulent driver's license to a law enforcement officer,Fraud
using fake documents to purchase a rifle,Fraud
accused of giving false information to obtain a refund,Fraud
falsifying paperwork to purchase a weapon,Fraud
accused of insurance fraud,Fraud
arrested for theft using deceptive means,Fraud
fraud,Fraud
fraudulently used a stolen atm card to make a purchase,Fraud
charged with selling unlawfully obtained personal belongings,Fraud
false application for driver's license or personal identification,Fraud
indicted for passing a bad check,Fraud
arrested for retail fraud,Fraud
indicted for theft of check of a bystander,Fraud
failed to pay taxes due to state,Fraud
accused of passing a bad check,Fraud
charged with using a untrue check,Fraud
fabricated banned documents to deceive manager,Fraud
arrested for criminal conversion of goods,Fraud
in possession of fake bank bills,Fraud
fraud,Fraud
theft with trickery,Fraud
false application for driver's license or identification,Fraud
falsify business records,Fraud
planned to commit fraud,Fraud
arrested for theft by check of a individual,Fraud
fraud,Fraud
accused of credit card abuse,Fraud
under suspicion of theft using deceptive means,Fraud
under suspicion of insurance fraud,Fraud
owning false documents to purchase a gun,Fraud
accused of criminal conversion of jewelry,Fraud
owning counterfeit bank bills,Fraud
accused of criminal conversion of electronics,Fraud
stealing from a victim by deceiving them,Fraud
uttering a false statement and published forged documents,Fraud
driving with bogus insurance,Fraud
under suspicion of theft by check of a employee,Fraud
indicted for uttering and publishing,Fraud
accused of theft by conning,Fraud
under suspicion of fraudulent use of a telephone,Fraud
false application for driver's license or id card,Fraud
arrested for uttering and publishing,Fraud
accused of knowingly giving fraudulent information for profit,Fraud
arrested for knowingly giving fictitious information for financial gain,Fraud
accused of insurance fraud,Fraud
accused of fraudulent use of a telephone,Fraud
wrongful theft of check,Fraud
accused of making bogus statement to purchase a firearm,Fraud
indicted for knowingly giving bogus information for economic benefit,Fraud
uttering a false statement and published forged documents,Fraud
indicted for committing financial fraud by falsifying documents,Fraud
indicted for giving false information to obtain a refund,Fraud
arrested for theft of check of a manager,Fraud
failure to file income tax,Fraud
indicted for uttering and publishing,Fraud
"indicted for forging a public record, felony",Fraud
fabricated illegal documents to deceive manager,Fraud
wrongful forgery of documents,Fraud
driving with bogus insurance,Fraud
charged with mail fraud,Fraud
arrested for using checks with insufficient funds,Fraud
defrauded a bystander out of money through false promises,Fraud
under suspicion of insurance fraud,Fraud
fraudulently used a stolen credit card to make a purchase,Fraud
accused of insurance fraud,Fraud
used counterfeit currency at public park,Fraud
accused of knowingly giving fabricated information for profit,Fraud
under suspicion of theft of check of a victim,Fraud
fraud,Fraud
indicted for criminal conversion of wallet,Fraud
fabricated illegal documents to deceive person,Fraud
arrested for fraudulent use of a telephone,Fraud
under suspicion of insurance fraud,Fraud
charged with passing a bad check,Fraud
fraud,Fraud
accused of theft by check of a individual,Fraud
fraud,Fraud
indicted for mail fraud,Fraud
operated a payment card scam at shopping street,Fraud
arrested for fraudulent use of a telephone,Fraud
accused of serious money laundry,Fraud
charged with fraudulent use of a telephone,Fraud
accused of fraudulently obtaining food or lodging,Fraud
theft with conning,Fraud
operated a bank card scam at public park,Fraud
showed a forged driver's license to a police officer,Fraud
illegal conversion of electronics,Fraud
used counterfeit currency at library,Fraud
indicted for falsification,Fraud
